isced11,isco08,mgstatus,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,Percentage
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Iceland,2022,0.5,unknown,0.13
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Italy,2022,76.3,unknown,19.22
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Lithuania,2022,1.3,u,0.33
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Malta,2022,1.4,unknown,0.35
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Netherlands,2022,8.3,unknown,2.09
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Norway,2022,6.9,u,1.74
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Portugal,2022,13.4,unknown,3.38
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Sweden,2022,16.9,unknown,4.26
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Bulgaria,2022,34.4,unknown,15.79
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Switzerland,2022,2.5,u,1.15
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Czechia,2022,3.9,unknown,1.79
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Germany,2022,14.6,u,6.7
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Estonia,2022,1.7,u,0.78
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Greece,2022,5.3,unknown,2.43
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Spain,2022,13.0,d,5.97
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,France,2022,21.5,d,9.87
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Hungary,2022,11.5,unknown,5.28
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Italy,2022,17.7,unknown,8.12
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Lithuania,2022,10.5,unknown,4.82
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Latvia,2022,4.9,unknown,2.25
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Netherlands,2022,3.0,unknown,1.38
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Poland,2022,36.2,unknown,16.61
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Portugal,2022,10.8,unknown,4.96
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Romania,2022,20.2,unknown,9.27
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Serbia,2022,1.1,u,0.5
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Sweden,2022,5.1,u,2.34
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Belgium,2022,13.3,unknown,1.4
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Bulgaria,2022,72.3,unknown,7.63
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Switzerland,2022,5.0,unknown,0.53
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Cyprus,2022,5.4,unknown,0.57
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Czechia,2022,10.9,unknown,1.15
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Germany,2022,46.1,unknown,4.87
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Denmark,2022,5.7,unknown,0.6
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Estonia,2022,12.4,unknown,1.31
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Greece,2022,63.4,unknown,6.69
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Spain,2022,94.2,d,9.95
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Finland,2022,8.0,unknown,0.84
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,France,2022,103.6,d,10.94
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Croatia,2022,1.7,u,0.18
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Hungary,2022,25.2,unknown,2.66
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Ireland,2022,35.2,unknown,3.72
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Iceland,2022,1.6,unknown,0.17
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Italy,2022,43.3,unknown,4.57
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Lithuania,2022,32.9,unknown,3.47
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Latvia,2022,18.7,unknown,1.97
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Malta,2022,2.5,unknown,0.26
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Netherlands,2022,21.1,unknown,2.23
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Norway,2022,5.8,u,0.61
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Poland,2022,172.0,unknown,18.16
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Portugal,2022,48.6,unknown,5.13
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Romania,2022,55.7,unknown,5.88
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Serbia,2022,5.1,unknown,0.54
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Sweden,2022,34.7,unknown,3.66
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Slovenia,2022,2.6,u,0.27
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,F,THS_PER,Switzerland,2022,2.2,u,3.78
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,F,THS_PER,Czechia,2022,0.8,u,1.37
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,F,THS_PER,Germany,2022,12.3,u,21.13
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,F,THS_PER,Greece,2022,2.1,u,3.61
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,F,THS_PER,Spain,2022,13.3,d,22.85
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,F,THS_PER,France,2022,6.7,du,11.51
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,F,THS_PER,Italy,2022,14.1,unknown,24.23
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,F,THS_PER,Portugal,2022,3.5,u,6.01
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,F,THS_PER,Sweden,2022,3.2,u,5.5
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Austria,2022,6.6,unknown,2.34
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Belgium,2022,10.1,unknown,3.58
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Switzerland,2022,8.7,unknown,3.08
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Cyprus,2022,1.5,u,0.53
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Czechia,2022,2.0,u,0.71
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Germany,2022,62.0,unknown,21.96
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Denmark,2022,2.2,u,0.78
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Estonia,2022,1.9,u,0.67
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Greece,2022,8.3,unknown,2.94
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Spain,2022,67.9,d,24.05
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Finland,2022,2.3,u,0.81
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,France,2022,20.1,d,7.12
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Ireland,2022,10.6,unknown,3.75
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Iceland,2022,0.6,unknown,0.21
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Italy,2022,39.3,unknown,13.92
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Lithuania,2022,1.9,u,0.67
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Malta,2022,0.6,u,0.21
